Username;Location;Bio;User Since;Followers;user_friends;Favorites;Verified;Date;Tweet Text;Source;is_retweet;Column1
mary cerino;;;8/1/2010;124;114;2;FALSE;8/1/2010;En cumbria #izcalli siempre es lo mismo, tienen perros en garage, lava y nos deja el agua encharcada enfrente de nuestras casas por tanto bache @KarlaFiesco @OperaguaIzcalli @CuautitlanMX cuando le dirán a esa gente que si quiere mascotas que ponga un registro fuera de casa;Twitter for Android;FALSE;
Arturo Contreras;Edomex;Trabajando en lo que más me gusta.;30/7/2012;196;774;2;FALSE;30/7/2012;Invita @GobIzcalli a niñas y niños de #Izcalli a ser bomberos por un día 👇🏽;Twitter for Android;FALSE;
Énfasis Comunica;Cuautitlán Izcalli;Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com;1/11/2010;3055;1990;37;FALSE;1/11/2010;"JORNADA DE VACUNACIÓN CONTRA EL COVID-19 Y NEUMOCOCO EN #IZCALLI Rezagado mayor de 18 años; acude el día de #Hoy, a recibir tu 1º, 2º o 3º dosis contra el #Covid19 en la oficinas de enlace Paco Rojas. Adultos de 60 años recibirán la vacuna contra el #Neumococo. @PacoRojasDip";Twitter for iPhone;FALSE;
Periódico de Izcalli;Cuautitlán Izcalli;Nos posicionamos como un periódico confiable y efectivo entre nuestros lectores, manteniéndonos como el medio informativo líder de opinión en #CuautitlánIzcalli;21/12/2009;12267;297;43;FALSE;21/12/2009;🚒🧑‍🚒 Invitan a la niñez de #Izcalli a convertirse en bomberos por un día Detalles 👇;Twitter Web App;FALSE;
Omar Tapia Informa;;;18/3/2016;711;69;2;FALSE;18/3/2016;"Aprovechen, todos los REZAGADOS mayores de 18 años; HOY en Cuautitlán #Izcalli… el kínder está en la calle Adolfo López Mateos, esquina con la avenida Francisco I. Madero en el pueblo de El Rosario";Twitter for iPhone;TRUE;
Punto Medio;Cuautitlán Izcalli;Punto Medio te informa de manera seria y profesional sobre las noticias más relevantes ocurridas en Cuautitlán Izcalli. Búscanos en puestos de periódicos.;1/7/2010;8869;3045;38;FALSE;1/7/2010;"👮🏻‍♂️📢🤳 Siguen los ""incidentes"" entre policías de Cuautitlán #Izcalli y transportistas/automovilistas, reportan.";Twitter for Android;FALSE;
Karla Fiasco;Chipitongo el alto.;...La presidenta municipal..... Karla María Nicolasa Fiasco para servirle a Dios y Axel García.;18/1/2022;332;504;0;FALSE;18/1/2022;"Te invitamos a ser ""Bombero por un Día"" este 23 de abril a partir de las 9:00 am. ¡No falten! #SomosFuturo #izcalli";Twitter for Android;FALSE;
Izcaheroes 🇲🇽;Cuautitlán Izcalli, México;Cuenta ciudadana dé denuncias, Creadores de la campaña #VecinoResponsable en Izcalli, desde 2018 dejamos de representar a la colonia Niños Héroes.;6/10/2012;6790;6056;52;FALSE;6/10/2012;No contestan el teléfono después de las 11 de la noche y mucho menos en la madrugadas atienden emergencias y sus policías duermen en el día. #izcalli #Edomex #somosfuturo  RT @GobIzcalli: A través de la Comisaría General de Seguridad Ciudadana te estamos cuidando 24/7 porque para nosotros tu bienestar es primordial. #IzcalliSeguro #SomosFuturo;Twitter for Android;FALSE;
Observatorio Metropolitano;Cuautitlán Izcalli, México;Periodismo crítico en el Valle de México;20/6/2020;329;930;5;FALSE;20/6/2020;#MaltratoAnimal #izcalli #Edomex Por nuestro inbox, nos llegó la denuncia por maltrato animal, esto es calle Libra #4 colonia #ValledelaHacienda, @GobIzcalli @SPublicaIzcalli @KarlaFiesco @SS_Edomex @propaem_sma @MundoPatitas;Twitter for Android;TRUE;
Izcaheroes 🇲🇽;Cuautitlán Izcalli, México;Cuenta ciudadana dé denuncias, Creadores de la campaña #VecinoResponsable en Izcalli, desde 2018 dejamos de representar a la colonia Niños Héroes.;6/10/2012;6790;6056;52;FALSE;6/10/2012;Ni con @RicardoNAyala1 llegamos a tanto. Pero la señora barrendera @KarlaFiesco nos subió a otro nivel.. #izcalli #somosfuturo;Twitter for Android;TRUE;
Punto Medio;Cuautitlán Izcalli;Punto Medio te informa de manera seria y profesional sobre las noticias más relevantes ocurridas en Cuautitlán Izcalli. Búscanos en puestos de periódicos.;1/7/2010;8869;3045;38;FALSE;1/7/2010;"📰🌞🤳 ¡Buenos días! Les compartimos nuestra edición impresa de este viernes, ya en circulación y en puestos de periódicos. 🔄 Renunciaron 4 directores de Cuautitlán #Izcalli; Cabildo avaló su relevo.";Twitter for Android;FALSE;
Visión Urbana;Valle de México;Información y Noticias del Valle de México. Síguenos en Facebook https://www.facebook.com/VisionUrbanaMX;28/5/2010;5792;5866;40;FALSE;28/5/2010;Cuautitlán #Izcalli - -BOMBERO POR UN DÍA - - Este 23 de abril a partir de las 9 de la mañana podrás participar con tu pequeñín, con el fin de fomentar la cultura de Protección Civil en la población infantil y en el marco del Día del Niño, se realizarán actividades recreativas;Twitter for iPhone;FALSE;
periodicopalacio;;;23/8/2016;226;791;1;FALSE;23/8/2016;En #Izcalli Refuerzan El Gobierno Con Mujeres Al Frente De Cuatro Dependencias;Twitter Web App;FALSE;
🇷🇺Reina de Izcalli 👑❤️ 🇵🇸;Cuautitlán Izcalli, México;la reina madre de Cuautitlan Izcalli desde 1973 Chingue a su madre López Obrador.;31/12/2020;843;1211;1;FALSE;31/12/2020;Karla Fiesco esta bien estúpida.. #izcalli;Twitter for Android;FALSE;
Periódico de Izcalli;Cuautitlán Izcalli;Nos posicionamos como un periódico confiable y efectivo entre nuestros lectores, manteniéndonos como el medio informativo líder de opinión en #CuautitlánIzcalli;21/12/2009;12266;297;43;FALSE;21/12/2009;"🚨⚠️ Se accidenta motociclista en Avenida 13 de septiembre de la Unidad Niños Héroes #Izcalli; fue atendido por paramédicos de Protección Civil Municipal.";Twitter for Android;TRUE;
SoyJimmy Again;;El burro no era arisco, me hicieron.;12/1/2022;8;13;0;FALSE;12/1/2022;Miren a los elementos de seguridad pública de #CuautitlanIzcalli, esos que @KarlaFiesco va a imponer para revisar arbitrariamente a todo mundo. #Izcalli @EdomexYa @Contexto_Edomex @edomexinforma_ @DDMexico @QuePocaMadre_Mx Inflacion Historico Decepcion Republica RT @leonor_zapien: @izcalliciudadan @GobIzcalli @izcaheroes @Reinadee_izcali @CuautitlanMX @SPublicaIzcalli Checa este que está más largo y ve;Twitter for Android;FALSE;
Zona Cero Noticias Edoméx;Estado de México;Portal web con las noticias y los hechos más relevantes ocurridos en el norte del Estado de México.;28/1/2013;12186;445;62;FALSE;28/1/2013;#ZCN | Habitante del cuarto piso mostró el cobre y no se dejó amedrentar por ACME. * Donde urgen cambios es en Medio Ambiente, dicen. * Sigue la polémica por nuevas tarifas de estacionamientos en #Izcalli. #VIDEO:;Twitter for Android;TRUE;
Periódico de Izcalli;Cuautitlán Izcalli;Nos posicionamos como un periódico confiable y efectivo entre nuestros lectores, manteniéndonos como el medio informativo líder de opinión en #CuautitlánIzcalli;21/12/2009;12266;297;43;FALSE;21/12/2009;🎭 Súmate al taller de teatro sabatino que está disponible en #Izcalli a través de Cronopios Teatro. Apto para mayores de 18 años en el Ágora CEIS, ubicado en la colonia Santa María Las Torres. No es necesario tener experiencia, con ellos podrás aprender y desarrollar tu talento.;Twitter Web App;FALSE;
Arturo Contreras;Edomex;Trabajando en lo que más me gusta.;30/7/2012;196;774;2;FALSE;30/7/2012;Rinden protesta nuevos directores en gobierno de #Izcalli El cabildo del @GobIzcalli les tomó protesta 👇🏽;Twitter for Android;FALSE;
Arturo Del Morral 💤;Las Vegas, NV;Cuenta afiliada al gobierno Ruso 💻 Doctor paracetamolero y grillero 💉💉 #somosfuturo #izcalli;19/1/2022;161;310;0;FALSE;19/1/2022;A su salud mi razita !!!! #izcalli;Twitter for Android;FALSE;
Culito de izcalli;Cuautitlán Izcalli, México;;11/4/2022;8;38;0;FALSE;11/4/2022;"Tengo VIH, mi novio no. Somos pareja y tenemos sexo con o sin preservativo. Yo tomo mi medicación y el tratamiento es efectivo. Eso previene la transmisión del VIH, se le llama “Indetectable = Intransmisible"" Disfruta la vida. #izcalli";Twitter for Android;FALSE;
Karla Fiasco;Cuautitlán Izcalli;Soy un Fiasco pero así me quieren.;18/1/2022;331;503;1;FALSE;18/1/2022;A través de la Comisaría General de Seguridad Ciudadana seguimos avanzando para salvaguardar tu integridad y la de tu familia. Trabajamos por un Izcalli más seguro. #IzcalliSeguro #izcalli #SomosFuturo;Twitter for Android;TRUE;
Vía Buenos Aires;Cuautitlán Izcalli, México;Restaurante argentino especializado en cortes de carne. Calzada de Guadalupe No. 7, Plaza Cuamatla. Teléfono: 58767786.;15/4/2014;1729;19;5;FALSE;15/4/2014;¿Como les gusta pedir su corte? 🤔 Cuautitlán #Izcalli #CarneAsada #CarneALaParrilla #ComidaArgentina #Restaurante;Twitter for iPhone;FALSE;
Periódico de Izcalli;Cuautitlán Izcalli;Nos posicionamos como un periódico confiable y efectivo entre nuestros lectores, manteniéndonos como el medio informativo líder de opinión en #CuautitlánIzcalli;21/12/2009;12267;297;43;FALSE;21/12/2009;👉🏻💧Dejó inconclusa Operagua reparación de fuga en San Antonio #Izcalli Sigue leyendo:;Twitter Web App;TRUE;
Continuamos Mx;México;"Diario digital; Periodismo libre/plural #Edomex #CDMX c/ Ediciones impresas; en Facebook ContinuamosMx Edición Digital en http://issuu.com/ContinuamosMx";27/12/2010;10724;8958;78;FALSE;27/12/2010;CUAUTITLÁN IZCALLI, EL MUNICIPIO MÁS INSEGURO EN EDOMEX  #Delincuencia #Delincuentes #Edomex #Izcalli #CuautitlánIzcalli;Twitter for iPhone;FALSE;
SoyJimmy Again;;El burro no era arisco, me hicieron.;12/1/2022;7;13;0;FALSE;12/1/2022;A 100 días alguien sabe si está trabajando? #Izcalli #CuautitlanIzcalli #IzcalliSeguro #Izcallimpio #SomosFuturo #Mexico #FelizJueves MisterChip this is us RT @Haparq2: 🛑 Alguien sabe si @KarlaFiesco ya sacó a #Izcalli del bache❓ #PromesasAlAire💨💨💨;Twitter for Android;FALSE;
Karla Fiesco;Estado de México;;30/4/2011;7479;2327;31;FALSE;30/4/2011;"Estuve presente en el TESCI para dar inicio al curso ""Buscadores de Empleo"" a alumnas y alumnos. Queremos brindarles herramientas para tener un inicio exitoso en su vida laboral porque ellas y ellos son el futuro de nuestro #Izcalli. #SomosFuturo";Twitter for iPhone;FALSE;
Visión Urbana;Valle de México;Información y Noticias del Valle de México. Síguenos en Facebook https://www.facebook.com/VisionUrbanaMX;28/5/2010;5793;5867;40;FALSE;28/5/2010;Cuautitlán #Izcalli Aprueban por unanimidad nuevas directoras del Gobierno Municipal y toman protesta de ley Ellas son: -Leticia Santanta Moronatti Contraloria - Yazmin Miranda Bustamante Des. Urbano - Paulina Ortíz Peñaflor Des. Social - Martha Mónica Vázquez Administración;Twitter for iPhone;FALSE;
Periódico de Izcalli;Cuautitlán Izcalli;Nos posicionamos como un periódico confiable y efectivo entre nuestros lectores, manteniéndonos como el medio informativo líder de opinión en #CuautitlánIzcalli;21/12/2009;12266;297;43;FALSE;21/12/2009;👉😷Actualmente hay solo 16 casos activos de #COVID19 #Izcalli Cuautitlán Izcalli acumuló 19 mil 271 casos por #covid19 al corte del 20 de abril del presente año, de los cuales el 51.46% han sido mujeres.;Twitter Web App;TRUE;
EscuadronTv;Nicolás Romero, México;Bienvenido al portal informativo de Nicolás Romero y el Estado de México.;23/3/2014;3837;6;8;FALSE;23/3/2014;"Extorsionadores detenidos; operaban en #Izcalli y #NicolásRomero";Twitter for Android;FALSE;
Haparq2;Cuautitlán Izcalli Edo. de Méx;Asociación Civil de Residentes de Hacienda del Parque 2a Sección. Trabajamos para convertir nuestro fraccionamiento en Un Lugar Mejor para Vivir.;17/3/2014;815;1065;3;FALSE;17/3/2014;🛑 Alguien sabe si @KarlaFiesco ya sacó a #Izcalli del bache❓ #PromesasAlAire💨💨💨;Twitter for iPhone;FALSE;
Énfasis Comunica;Cuautitlán Izcalli;Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com;1/11/2010;3056;1990;37;FALSE;1/11/2010;#Vacúnate | ¿ERES REZAGADO Y VIVES EN CUAUTITLÁN #IZCALLI? El @GobIzcalli pone a tu disposición distintas sedes para que puedas acudir a vacunarte. 🕗El horario será de 8:00 AM a 2:00 pm Sedes y fechas en la siguiente imagen👇;Twitter for iPhone;FALSE;
Periódico de Izcalli;Cuautitlán Izcalli;Nos posicionamos como un periódico confiable y efectivo entre nuestros lectores, manteniéndonos como el medio informativo líder de opinión en #CuautitlánIzcalli;21/12/2009;12266;297;43;FALSE;21/12/2009;👉🏽⚠️ Nombran a 4 nuevos directores en el Ayuntamiento de #Izcalli Detalles:;Twitter Web App;FALSE;
Visión Urbana;Valle de México;Información y Noticias del Valle de México. Síguenos en Facebook https://www.facebook.com/VisionUrbanaMX;28/5/2010;5793;5867;40;FALSE;28/5/2010;Cuautitlán #Izcalli Impulsan a emprendedores de Izcalli mediante programa ‘POSiBLE’  @GobIzcalli @KarlaFiesco;TweetDeck;FALSE;
Zona Cero Noticias Edoméx;Estado de México;Portal web con las noticias y los hechos más relevantes ocurridos en el norte del Estado de México.;28/1/2013;12187;445;62;FALSE;28/1/2013;#ZCN | Participación ciudadana enriquece selección de nuevo ombudsman de #Izcalli: Darío Arreguín. #VIDEO:;Twitter for Android;FALSE;
Énfasis Comunica;Cuautitlán Izcalli;Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com;1/11/2010;3056;1990;37;FALSE;1/11/2010;#Izcalli | SEDE PARA LA VACUNACIÓN CONTRA COVID-19 Mañana 22 de Abril, la oficina de enlace del Diputado @PacoRojasDip será sede para la vacunación contra covid-19. Horario de atención de 10:00 AM a 3:00 PM. 🔴 Obtén tú expediente de vacunación aquí:;Twitter for iPhone;FALSE;
Arturo Del Morral 💤;Las Vegas, NV;Cuenta afiliada al gobierno Ruso 💻 Doctor paracetamolero y grillero 💉💉 #somosfuturo #izcalli;19/1/2022;161;310;0;FALSE;19/1/2022;ACUSAN A ANUAR DE ABUSO SEXUAL INFANTIL... Así lo dio a conocer un joven acapulqueño que se hace llamar @LFhuitron_69, aseguró que por circunstancias de la vida a los 16 años SE PROSTITUÍA, y @anuarazar lo contrató para tener SEXO CON ÉL, sin importar que fuera menor.. #izcalli;Twitter for Android;FALSE;
Énfasis Comunica;Cuautitlán Izcalli;Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com;1/11/2010;3056;1990;37;FALSE;1/11/2010;#Izcalli | GOBIERNO TRABAJA PARA PREVENIR INUNDACIONES En #InfonavitNorte se realizó limpieza y desazolve en la línea hidráulica de la Av. Popocatépetl, durante la inspección informaron que se encontró un objeto de metal pesado que obstruía el paso de agua.;Twitter for iPhone;FALSE;
Visión Urbana;Valle de México;Información y Noticias del Valle de México. Síguenos en Facebook https://www.facebook.com/VisionUrbanaMX;28/5/2010;5793;5867;40;FALSE;28/5/2010;Cuautitlán #Izcalli #EnVivo inicia Sesión de Cabildo encabezada por @KarlaFiesco donde se darán a conocer los cambios al interior del Gobierno Municipal de Cuautitlán Izcalli @GobIzcalli;Twitter for iPhone;FALSE;
Énfasis Comunica;Cuautitlán Izcalli;Medio de comunicación, prensa, radio http://enfasiscomunicaciones.com;1/11/2010;3056;1990;37;FALSE;1/11/2010;#Izcalli | GRUPO IZCALLI SE CONSOLIDA COMO VINCULO PARA EL FORTALECIMIENTO EMPRESARIAL Se logró la vinculación de los participantes a fin de generar más ventas. Cabe destacar que durante la sesión se pidieron donación de dulces para ser entregadas a niños en situación vulnerable;Twitter for iPhone;FALSE;
Karla Fiasco;Cuautitlán Izcalli;Soy un Fiasco pero así me quieren.;18/1/2022;332;503;1;FALSE;18/1/2022;Como les amaneció ? #izcalli;Twitter for Android;FALSE;
Ejidal San Isidro;Cuautitlán Izcalli, México;#PresaElÁngulo #PlanDeGuadalupe2 #EjidalSanIsidro #VillasDelSol #LosPajaros #AmpliaciónEjidalSanIsidro #Antares #Gaviotas #Mariposas #Huertas #izcalli;2/5/2019;555;744;4;FALSE;2/5/2019;Hasta en @Tiendas_OXXO de la Piedad aplicarán la vacuna contra el #COVID19 Recuerden ÚNICO DÍA viernes 22 de Abril a partir de las 10 hrs. #izcalli #Edomex;Twitter Web App;FALSE;
Arturo Contreras;Edomex;Trabajando en lo que más me gusta.;30/7/2012;196;774;2;FALSE;30/7/2012;Remodelarán Centro de Asistencia Social del DIF #Izcalli @GobIzcalli;Twitter for Android;FALSE;
MauricioMartínezMx;En el Valle de México;He sido Periodista por 15 años, egresado de la UNAM. Visita @ContinuamosMx;9/10/2013;1942;1861;14;FALSE;9/10/2013;#CUAUTITLÁNIZCALLI, EL MÁS INSEGURO EN #EDOMEX .- De acuerdo a la Encuesta Nacional de Seguridad Pública Urbana del @INEGI_INFORMA a marzo de 2022, #Izcalli es el municipio 1 en Edomex y el 4 a nivel nacional en percepción de inseguridad con un 89.5% 👉🏽;Twitter for iPhone;FALSE;
Karla Fiasco;Cuautitlán Izcalli;Soy un Fiasco pero así me quieren.;18/1/2022;331;502;1;FALSE;18/1/2022;Después de unos ricos tacos de tripa bien doradita y unas cocas porfin termine mi jornada laboral en compañía de mi comdre Nina Carolina. #SomosFuturo #izcalli;Twitter for Android;FALSE;
🇷🇺Reina de Izcalli 👑❤️ 🇵🇸;Cuautitlán Izcalli, México;la reina madre de Cuautitlan Izcalli desde 1973 Chingue a su madre López Obrador.;31/12/2020;842;1211;1;FALSE;31/12/2020;"Fuera de la ""historia de amor"" (muy horrible por cierto) ""Yo soy Betty, la fea"" nos enseña como es que el maltrato laboral y las malas prácticas en LATAM siguen estando vigentes después de 20 años. #izcalli";Twitter for Android;FALSE;
🇷🇺Reina de Izcalli 👑❤️ 🇵🇸;Cuautitlán Izcalli, México;la reina madre de Cuautitlan Izcalli desde 1973 Chingue a su madre López Obrador.;31/12/2020;842;1211;1;FALSE;31/12/2020;Imaginen qué estos culeros así hubieran grabado un vídeo cuando asesinaron a @octapl ... bien orgullosos por la supuesta recuperación de un auto... Qué la pendeja de @karlafiesco se las crea. #izcalli RT @SPublicaIzcalli: Gracias a los operativos Izcalli Seguro, implementados de manera permanente en el municipio, elementos de la Comisaría General de Seguridad Ciudadana, lograron recuperar una camioneta kia color blanca, la cual acababa de ser robada en la Colonia Hacienda del Parque.;Twitter for Android;FALSE;
